0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0.001013214,-0.001421469,-0.00027174316,0.0012684125,0.0012537178,0.0005149378,7.798197e-06,-0.001528247,0.0009099222,-0.0015567269,0.00182032,-0.0018617881,0.0017540583,-0.0010710352,-0.0014738289,1.4025718e-06,0.0013030388,0.00034379307,-0.0009651489,-0.00051101623,-0.0007482623,0.001666947,0.00013909908,0.0005601216,0.0006645033,-0.0012992884,-0.0012909265,-0.0009799288,0.00066888356,4.8357295e-05,-0.00095673697,0.000220855,-0.0010928139,0.0005291791,-0.00058675185,0.0014541443,-0.0009520813,0.0015310566,-0.0008187699,0.0012856435,0.0001274154,-0.0013573675,0.001134574,0.0016067424,0.00052472507,1.596124e-05,-0.00066864863,0.0010815884,7.947371e-05,0.00085514854,0.00015285285,-0.0018856986,0.0018062703,-0.0017810455,-0.0012435028,-0.0010416887,-0.0015343672,0.0018276826,0.00040909043,0.00028655725,0.0010543177,-0.0015469184,6.322726e-05,-0.0013567831
-0.1893165,0.44824114,0.2508178,-0.12286202,-0.50166255,-0.012255533,-0.5303709,-0.14312948,0.05007309,-0.3619732,-0.2970841,-0.07965676,0.11629445,-0.44967794,0.39314106,-0.107389435,-0.2751757,-0.028418094,0.021010863,-0.5123778,0.06303436,0.08627198,-0.013481851,0.0045021824,0.12635702,-0.24317034,0.08643736,0.050381545,0.11855101,-0.03751117,-0.28901082,0.13954768,0.1117044,0.34265468,-0.00502318,-0.12568545,-0.20659389,-0.25460666,0.2984536,0.09237147,0.8659008,-0.39281955,0.15453911,0.03044547,-0.18347536,-0.18855426,0.027540343,-0.18985905,0.036016982,0.16089702,-0.2308017,-0.20989507,0.17985566,-0.32541206,-0.43606216,-0.18243992,-0.026805358,0.5616674,0.07720133,0.100402795,0.3008398,0.114876546,0.7494818,-0.221111
0.0016526021,0.001079869,6.113737e-05,0.001394009,-0.0011372005,-0.00067810435,-0.000388477,0.00031710486,0.0019286417,0.00038600364,-0.0005265502,0.00017588516,-3.960845e-05,0.00061286753,-0.00080219447,0.00048550824,9.503844e-05,0.00051579834,-0.0015010836,-0.00081408676,0.0015975982,-0.0013762086,0.00043207617,0.0014502693,-0.00056177285,-0.0009801637,-0.0007248577,0.00080641266,0.00042721257,-0.0018865499,-0.0010501223,-0.0005899682,-8.4557105e-05,3.246311e-05,0.0005803481,-0.0012304268,0.0014436482,0.00079049915,0.00046873302,0.00012718118,0.0015097095,0.0017334665,-0.00013133092,-0.0014043166,-0.0013638623,-0.00021517463,0.00037721428,0.0018680221,0.0010057634,0.0016727764,0.001519436,-0.0005753166,0.0010701818,-0.0013154983,-0.0011093842,-0.00010075234,5.2733812e-06,0.00016299356,0.0019329365,0.00036263606,-0.0014350961,0.0014485342,0.00094578904,-0.0007756795
0.0014529403,-0.00035210117,7.544737e-05,0.0006831486,-0.0003693255,0.0010667241,-0.0017246667,-0.001527953,0.0012514654,0.0011396378,0.0007192029,-0.0012739291,0.00073399325,-0.0002781921,-0.00068462663,-0.0007322293,0.0010500057,0.001247634,0.001939265,-0.0005595938,-0.0015788432,0.0013285859,-0.00056728534,-0.0007879124,0.0017590835,0.00091641233,0.0014110431,0.0001423473,-0.0006924351,-0.00046310318,0.00027740304,-0.0010131043,0.0017634262,-0.0012437783,-0.00069754524,0.00020651473,0.0003477377,-4.284084e-08,0.00049836794,-0.0013180187,0.0012386588,0.0018755645,-0.0012038948,-0.0017409287,0.0013080139,2.4142442e-05,-0.0008565658,0.0011694173,-0.0012440828,0.001727199,-0.0010070265,0.0005367107,-0.00042913342,0.00020134356,-7.259776e-05,-0.0013311459,-0.0016884743,0.0008219504,0.0017579042,-0.0007677083,-0.00055567943,-0.0006946123,9.55225e-05,-0.0016860678
-0.022792656,-0.11493617,-0.14998588,-0.08352891,0.2644719,0.0621832,0.032738026,-0.16710484,0.13293403,0.26656798,-0.58635247,-0.12612656,-0.13997088,0.013899796,-0.4961441,0.27006102,0.14426513,0.13296117,-0.29265964,-0.031756043,-0.28093964,-0.065801315,0.54044086,0.08623699,-0.002530078,0.11302216,0.050516054,-0.24762526,0.1931615,-0.13731155,-0.2570452,-0.11906958,0.12432488,-0.019919489,-0.121949635,-0.26895827,0.15205687,0.058861528,0.23046346,-0.13168535,0.20070058,-0.013972944,-0.055281732,-0.4974183,0.34921694,0.08234405,-0.0547597,-0.13417634,-0.05495798,-0.1697402,-0.6509648,-0.39570025,0.01913837,0.033153366,0.037904125,0.2316677,-0.18560731,0.45032853,0.18857041,-0.35919935,-0.17860152,0.2904251,0.38397568,0.0044098557
-0.0016588098,0.0009922944,-2.7582282e-05,-0.00081468816,0.00017795805,0.001701622,0.00024092942,0.0008789317,0.0011727158,0.0004944282,0.00015941542,0.00049113715,0.0005175506,0.00037474255,-0.001720744,0.0017486452,-0.00027043652,0.0011076517,-0.00033842633,-0.00166628,0.00058947224,-0.001846425,-0.0016830524,-0.0015503075,0.0015491191,-0.0007142774,0.00029986422,-0.0009300627,-0.001727941,0.0015466819,0.00095678004,0.001806479,0.001890705,0.0011788167,0.00046137022,0.00087402016,0.0010615718,0.0006921708,-0.0010484899,0.0015684234,-0.00023209536,0.0007399481,-0.00087922206,-0.0008930366,-0.0002860052,0.0013458114,-0.0014218837,0.00022053416,-0.0005001344,-0.0017626672,0.0018206853,-0.0018095125,0.0010961858,0.0017548855,0.0015587986,-0.00064292154,0.0018842183,0.0016710735,0.0016776214,-0.0013188757,0.0005150498,-0.0006772261,0.000897574,0.0019134709
-0.38521907,0.12434092,0.24452356,0.31789604,0.13006438,0.5563468,-0.15908036,-0.40667847,0.21577471,0.3115731,-0.18409908,-0.2382177,-0.09882737,0.34719193,0.33483925,-0.059760854,-0.06196498,0.0055875396,-0.4303552,0.18190913,-0.32077348,0.29123512,0.2476181,0.38271543,0.35203928,0.05929826,-0.11796639,0.05633333,-0.36315656,-0.31076428,0.28036433,-0.4526935,-0.18678439,0.16645135,0.56194156,0.004459705,0.2057738,-0.07299404,0.07413803,0.0951987,-0.010032191,0.24267855,0.13952045,-0.27687338,-0.35252225,0.104234144,0.09395464,-0.032955714,-0.018665748,0.043278158,-0.33657008,-0.32248518,0.48220193,-0.064125344,0.28902817,-0.39557004,-0.5272324,0.36424136,-0.28976765,-0.037965693,-0.47885838,0.20873827,0.26826864,0.012326445
-0.0001614273,-0.00018916838,0.00068176887,0.0007863089,0.001636734,0.0018239506,0.0017290367,0.0003840651,0.0018535629,0.0010195072,-0.00031615677,-0.0012265227,0.0013737839,0.000716429,0.00037366664,0.0005440817,-0.0015779422,-0.0016372146,-0.0015604044,-0.0005691517,-0.00023489632,0.00074820267,0.0018135789,0.0014334011,-0.0014429898,0.0004235662,-0.0017245624,-0.00047828723,-0.000798675,0.00041015423,-0.00091607403,-0.0007987495,0.0017368116,0.00011567911,-0.00058808643,-0.0005509441,7.7972654e-05,-0.0004439042,0.0016125343,-0.0008664925,0.0012496558,0.00086188456,-0.0003732422,0.0019056976,0.0013415078,0.00090674986,-0.0013306397,-0.0011978811,-0.000844948,-0.0011734224,-0.00022861641,0.0005834282,0.00090585696,0.00042244932,0.0017532178,0.0013270664,0.00031825015,-0.00086485525,-0.0017598036,5.4446282e-05,-0.0008667237,-0.0019086353,-0.001398898,0.00066140643
-0.00054917857,-0.00023889123,-0.00016733212,0.00076419977,-0.001684861,0.0007932612,-0.0016493653,-0.0014171193,0.0012196852,7.541501e-05,0.0008923982,-0.0015683533,0.00042490615,-0.0011434942,0.0008036331,0.00085617276,-0.00025703013,-0.0010641066,0.0011008056,-0.00061372295,0.001746726,0.0016938034,-0.001763257,-0.0011944785,0.0017886907,-0.000644936,0.0001789697,0.0016280215,0.0018129626,0.0012940315,0.0018675239,-0.0004584603,0.001059124,0.00068249344,0.00047029415,-0.0008738225,0.0011241701,-0.0019165676,3.618328e-05,-0.0014790914,0.0015385998,-0.0014468981,-0.0008439808,0.0012964641,0.0014761072,0.0019073593,0.0017598153,-0.0005902492,-0.00012377207,-3.866316e-05,0.00074781757,0.001897634,-0.0011746644,-0.00032451004,-0.0015483813,0.00072261225,-0.00012195762,-3.3332268e-05,0.0010315904,0.0016978472,0.0014408422,-0.001069484,3.420771e-05,0.0018461137
-0.0018616924,0.0012251032,0.0018079649,0.0011469696,-0.0010025322,-0.0010300968,0.0013617293,0.0008408732,0.0006658393,-0.0014099767,0.0016860745,-0.0017044891,0.00075680134,0.000640108,-0.001571723,-0.0013028441,0.00062390533,-0.001442886,0.0010842327,-0.001603859,0.0004979654,-0.0011240351,-0.0005909258,-0.0017971001,0.0003253708,-0.00081056403,0.0012721466,-0.0013805991,-0.0014283222,0.001211951,-0.00024880725,0.0017400868,-0.0018335213,-8.2801096e-05,-0.00023377175,-0.0006571836,0.001258119,-0.0015419538,0.0010104347,8.5380394e-05,0.0012053899,-0.0001494647,-0.0013138005,0.0013658523,0.00012975978,-0.0012973137,-0.00065337005,0.00074962224,0.0015457156,-0.0002089485,-0.0017104081,0.0014635099,-0.00017363043,-0.001668318,-0.0012172689,-0.0019071365,-0.00094150845,-0.00039475667,-0.000897011,-0.0004823443,-0.00054420205,-0.00081131887,5.647703e-05,-0.0010266155
